Unnamed: 0,name,artist,danceability,energy,key,mode,valence,tempo,Cluster
319,I Want to Break Free,Queen,0.862,0.402,4,1,0.812,0.4569245903011784,1
320,Kashmir,Led Zeppelin,0.48,0.536,2,1,0.581,0.3374578789844911,1
321,Du hast,Rammstein,0.654,0.924,9,0,0.718,0.52368195232215,2
322,12:51,The Strokes,0.452,0.889,4,1,0.591,0.6071956298792357,1
323,Revelry,Kings of Leon,0.437,0.748,4,1,0.383,0.6271960484731787,1
324,I Still Haven't Found What I'm Looking For,U2,0.563,0.774,1,1,0.643,0.4212855019987861,1
325,Personal Jesus,Depeche Mode,0.678,0.8,11,1,0.356,0.5442474727390695,2
326,Road Trippin',Red Hot Chili Peppers,0.243,0.47,4,0,0.393,0.854040478034283,1
327,Rock and Roll,Led Zeppelin,0.398,0.712,9,1,0.845,0.6983695765922266,2
328,Save Tonight,Eagle-Eye Cherry,0.522,0.646,0,1,0.58,0.5004123150338016,1
329,Message in a Bottle,The Police,0.593,0.683,1,0,0.885,0.6283513677557087,1
330,For What It's Worth,Buffalo Springfield,0.572,0.651,9,1,0.676,0.4284769459385923,2
331,This Fire,Franz Ferdinand,0.543,0.874,7,1,0.673,0.5780196320559242,0
332,Rockstar,Nickelback,0.625,0.899,0,1,0.714,0.6029259716611901,1
333,Bodies,Drowning Pool,0.656,0.927,4,0,0.616,0.5479310994369911,1
334,So What,P!nk,0.539,0.87,11,0,0.48,0.5274869712635258,2
335,Ziggy Stardust,David Bowie,0.408,0.646,7,1,0.565,0.335494673392076,0
336,Tears Don't Fall,Bullet for My Valentine,0.363,0.92,7,0,0.331,0.6788212394566651,0
337,Evil,Interpol,0.488,0.769,5,1,0.637,0.5399192113690116,0
338,Cape Cod Kwassa Kwassa,Vampire Weekend,0.843,0.456,2,1,0.799,0.4396534042152411,1
339,Warning Sign,Coldplay,0.532,0.433,3,1,0.0395,0.5888193557839219,1
340,ATWA,System of a Down,0.376,0.787,5,0,0.372,0.3646162540028046,0
341,Fitter Happier,Radiohead,0.432,0.391,9,1,0.744,0.5171225852361917,2
342,Crazy Train,Ozzy Osbourne,0.468,0.932,9,1,0.571,0.5763326984658532,2
343,Cocaine,Eric Clapton,0.689,0.442,9,1,0.652,0.4387324975407606,2
344,Everybody Hurts,R.E.M.,0.254,0.383,2,1,0.178,0.7877938006237051,1
345,Disarm,The Smashing Pumpkins,0.514,0.359,4,0,0.193,0.5412921995018734,1
346,Open Your Eyes,Snow Patrol,0.525,0.775,7,1,0.0764,0.5481445823478935,0
347,Neighborhood #1 (Tunnels),Arcade Fire,0.285,0.732,0,1,0.237,0.5164612068063376,1
348,This Charming Man,The Smiths,0.611,0.846,11,1,0.751,0.4349693379936793,2
349,What I Got,Sublime,0.799,0.686,7,1,0.635,0.4003097595177798,0
350,Sparks,Coldplay,0.371,0.268,1,1,0.165,0.4295485464325332,1
351,Don't You (Forget About Me),Simple Minds,0.666,0.717,2,1,0.659,0.4649783377634526,1
352,Sad but True,Metallica,0.633,0.846,7,1,0.448,0.3735113752903995,0
353,The Tourist,Radiohead,0.241,0.295,4,1,0.0398,0.4803742229849934,1
354,While My Guitar Gently Weeps,The Beatles,0.417,0.163,5,1,0.216,0.5132380334456561,0
355,The Bitter End,Placebo,0.32,0.908,3,0,0.499,0.7804684066221562,1
356,Girls & Boys,Blur,0.691,0.853,7,0,0.929,0.5025429582033949,0
357,The Bends,Radiohead,0.288,0.757,0,1,0.311,0.3754536511856674,1
358,California Dreamin',The Mamas & the Papas,0.447,0.902,0,0,0.379,0.5008350949161766,1
359,Weird Fishes/Arpeggi,Radiohead,0.53,0.561,11,0,0.22,0.6405115217982795,2
360,Kiss Me,Sixpence None the Richer,0.48,0.883,3,1,0.434,0.4189623056154378,1
361,Walk of Life,Dire Straits,0.437,0.96,4,1,0.772,0.7215596810314155,1
362,Dazed and Confused,Led Zeppelin,0.346,0.893,2,1,0.176,0.5308775822013856,1
363,Good Times Bad Times,Led Zeppelin,0.445,0.703,9,1,0.633,0.3901253688859122,2
364,Show Me How To Live,Audioslave,0.433,0.854,9,1,0.368,0.3742229849934071,2
365,Kid A,Radiohead,0.63,0.429,5,1,0.168,0.4727181397685176,0
366,Territorial Pissings,Nirvana,0.285,0.979,2,1,0.108,0.7647711337616946,1
367,Notion,Kings of Leon,0.451,0.882,4,1,0.402,0.5964335796061032,1
368,On the Run,Pink Floyd,0.389,0.563,9,1,0.134,0.6923250800560916,2
369,Helena,My Chemical Romance,0.367,0.959,4,1,0.103,0.5271730258063166,1
370,Bones,The Killers,0.468,0.898,9,1,0.585,0.5843697021704096,2
371,Lovefool,The Cardigans,0.648,0.688,9,1,0.937,0.4682140689424224,2
372,Roadhouse Blues,The Doors,0.502,0.494,11,0,0.589,0.2592310429268089,2
373,Optimistic,Radiohead,0.403,0.757,7,0,0.573,0.6611984344586533,0
374,Scars,Papa Roach,0.462,0.922,11,1,0.432,0.376265723434982,2
375,Brain Damage,Pink Floyd,0.324,0.265,2,1,0.208,0.55910755771364,1
376,Lounge Act,Nirvana,0.341,0.964,11,0,0.459,0.637066493647837,2
377,Manhattan,Kings of Leon,0.497,0.802,9,1,0.402,0.4700265807153771,2
378,Ramble On,Led Zeppelin,0.456,0.549,4,1,0.834,0.4126624667741058,1
379,You Can't Always Get What You Want,The Rolling Stones,0.312,0.556,0,1,0.488,0.3517989074698089,1
380,Ironic,Alanis Morissette,0.224,0.734,11,1,0.463,0.6836476276188284,2
381,That's What You Get,Paramore,0.528,0.831,8,1,0.632,0.5487515435651646,0
382,Wind of Change,Scorpions,0.44,0.647,0,1,0.27,0.6347223675673414,1
383,The Modern Age,The Strokes,0.53,0.89,2,1,0.868,0.6109713472446054,1
384,Woman,Wolfmother,0.231,0.954,11,0,0.207,0.6297327277674293,2
385,Live Forever,Oasis,0.108,0.864,10,1,0.129,0.3826618388831914,2
386,Space Oddity,David Bowie,0.307,0.484,0,1,0.44,0.569379853073526,1
387,Tiny Dancer,Elton John,0.419,0.463,0,1,0.261,0.608995583833902,1
388,Tell Me Baby,Red Hot Chili Peppers,0.695,0.993,0,1,0.281,0.4518763473492538,1
389,White Room,Cream,0.55,0.576,0,1,0.502,0.4599719542058227,1
390,Love Me Do,The Beatles,0.518,0.417,7,1,0.892,0.604282216036334,0
391,Get Back,The Beatles,0.656,0.39,2,1,0.605,0.5239414805667763,1
392,Mr. Blue Sky,Electric Light Orchestra,0.47,0.375,10,1,0.418,0.3736829988070073,2
393,Layla,Eric Clapton,0.459,0.889,1,1,0.454,0.4841834278657988,1
394,Bliss,Muse,0.447,0.8,0,0,0.251,0.5356160656355303,1
395,Sunday Bloody Sunday,U2,0.545,0.965,6,1,0.782,0.4204943594466188,0
396,Gold Lion,Yeah Yeah Yeahs,0.523,0.849,2,1,0.277,0.6647606689131208,1
397,Spaceman,The Killers,0.512,0.88,4,1,0.846,0.6362920948533876,1
398,Wouldn't It Be Nice,The Beach Boys,0.371,0.628,5,1,0.66,0.5202536679294251,0
399,Counting Stars,OneRepublic,0.663,0.688,1,0,0.516,0.5104794993616443,1
400,Red Light Indicates Doors Are Secured,Arctic Monkeys,0.618,0.856,11,0,0.907,0.4632914041733816,2
401,Coffee & TV,Blur,0.738,0.786,2,1,0.718,0.5090479080767701,1
402,It's My Life,Bon Jovi,0.485,0.363,9,0,0.127,0.4805751480776074,2
403,You Really Got Me,The Kinks,0.564,0.958,1,1,0.957,0.5750183134850039,1
404,Perfect Day,Lou Reed,0.39,0.206,10,1,0.106,0.6164632997760523,2
405,I Want to Hold Your Hand,The Beatles,0.454,0.48,7,1,0.588,0.5500575566671551,0
406,It's Time,Imagine Dragons,0.652,0.884,2,1,0.844,0.4395822432449403,1
407,Brown Sugar,The Rolling Stones,0.638,0.871,0,1,0.964,0.5374913664999268,1
408,Can't Buy Me Love,The Beatles,0.643,0.762,10,1,0.961,0.7279892839950607,2
409,The Hardest Part,Coldplay,0.494,0.848,10,1,0.452,0.5178927980912117,2
410,Run to the Hills,Iron Maiden,0.224,0.954,0,1,0.48,0.7249670357269931,1
411,42,Coldplay,0.309,0.636,5,0,0.177,0.5918164884154127,0
412,Penny Lane,The Beatles,0.725,0.316,9,1,0.625,0.5002658071537706,2
413,Shelter,The xx,0.265,0.377,0,1,0.0621,0.8963393959689404,1
414,Stay Away,Nirvana,0.367,0.981,11,0,0.205,0.6915590531405011,2
415,Gives You Hell,The All-American Rejects,0.728,0.687,4,1,0.583,0.4185855710667867,1
416,Blue Orchid,The White Stripes,0.478,0.657,10,0,0.611,0.6330354339772705,2
417,No Rain,Blind Melon,0.326,0.587,9,1,0.543,0.6181586052449822,2
418,A Day in the Life,The Beatles,0.375,0.425,4,0,0.31,0.3308943259591034,1
419,Rabbit Heart (Raise It Up),Florence + the Machine,0.625,0.858,9,0,0.418,0.4896711944578162,2
420,Black or White,Michael Jackson,0.753,0.936,9,1,0.886,0.4816676782686955,2
421,"Hello, I Love You",The Doors,0.597,0.554,11,0,0.963,0.4932501726700015,2
422,Tribute,Tenacious D,0.323,0.803,9,0,0.427,0.3707151677515226,2
423,Politik,Coldplay,0.262,0.482,5,0,0.063,0.7156616923753113,0
424,Dashboard,Modest Mouse,0.647,0.903,11,0,0.96,0.568957073191151,2
425,"Of Moons, Birds & Monsters",MGMT,0.598,0.899,1,0,0.403,0.5193118315577975,1
426,Dust in the Wind,Kansas,0.487,0.293,9,0,0.409,0.3915025429582034,2
427,Planet Telex,Radiohead,0.429,0.88,9,0,0.255,0.623558467108981,2
428,Mykonos,Fleet Foxes,0.298,0.394,11,1,0.36,0.3473952991900207,2
429,Since U Been Gone,Kelly Clarkson,0.663,0.66,7,1,0.43,0.5482994621067833,0
430,Heart of Glass,Blondie,0.507,0.916,2,1,0.457,0.4849452688419599,1
431,Old Yellow Bricks,Arctic Monkeys,0.664,0.85,0,1,0.725,0.5657715732853346,1
432,The Bad Touch,Bloodhound Gang,0.829,0.712,0,0,0.969,0.5147952029134139,1
433,Blowin' in the Wind,Bob Dylan,0.381,0.0984,2,1,0.432,0.7344356307164236,1
434,Love Her Madly,The Doors,0.564,0.587,4,0,0.966,0.6172670001465079,1
435,Little Sister,Queens of the Stone Age,0.373,0.955,8,0,0.918,0.6745390234203311,0
436,Debaser,Pixies,0.288,0.967,5,1,0.449,0.5569141254526048,0
437,Wild Horses,The Rolling Stones,0.443,0.309,7,1,0.178,0.5891667887565667,0
438,Dirty Little Secret,The All-American Rejects,0.452,0.962,10,1,0.47,0.602118085351305,2
439,Crooked Teeth,Death Cab for Cutie,0.579,0.662,9,1,0.574,0.4309466502019716,2
440,The Show Must Go On,Queen,0.452,0.371,11,0,0.135,0.6944306075891081,2
441,Invincible,Muse,0.187,0.812,0,1,0.175,0.3841394755017895,1
442,Drops of Jupiter,Train,0.456,0.57,0,1,0.53,0.3323133594256891,1
443,Because of You,Kelly Clarkson,0.579,0.585,5,0,0.132,0.5857845496975659,0
444,Treefingers,Radiohead,0.157,0.145,6,1,0.0635,0.5789363527909752,0
445,A Hard Day's Night,The Beatles,0.59,0.798,0,1,0.762,0.5795558718265347,1
446,Wherever You Will Go,The Calling,0.523,0.671,2,1,0.303,0.4688921911299944,1
447,Fly Away,Lenny Kravitz,0.591,0.87,7,1,0.702,0.6696372883484377,0
448,My Name Is Jonas,Weezer,0.261,0.947,11,1,0.55,0.7783419493919924,2
449,Prison Song,System of a Down,0.502,0.977,1,1,0.343,0.4184390631867557,1
450,Une année sans lumière,Arcade Fire,0.444,0.771,7,1,0.61,0.4438644592812742,0
451,Under My Thumb,The Rolling Stones,0.736,0.491,6,0,0.822,0.5313924527512087,0
452,Crawl,Kings of Leon,0.334,0.875,4,0,0.322,0.7092069737750895,1
453,Crazy,Aerosmith,0.345,0.847,6,0,0.471,0.6801272525586556,0
454,The Hardest Button to Button,The White Stripes,0.689,0.511,4,0,0.578,0.5377174072291174,1
455,Heart of Gold,Neil Young,0.541,0.459,4,0,0.803,0.7164863224429142,1
456,Dammit,blink-182,0.393,0.995,0,1,0.0641,0.5246572762092133,1
457,The End,The Doors,0.354,0.302,0,1,0.0333,0.4423658929655288,1
458,Under Pressure,Queen,0.662,0.714,2,1,0.505,0.4751543565164612,1
459,Move Along,The All-American Rejects,0.521,0.908,3,1,0.595,0.4599049791749514,1
460,Know Your Enemy,Rage Against the Machine,0.574,0.765,4,1,0.613,0.4924171707235397,1
461,Blitzkrieg Bop,Ramones,0.532,0.79,9,1,0.959,0.7373448586198957,2
462,Hey,Pixies,0.599,0.404,11,0,0.348,0.4173925783293916,2
463,505,Arctic Monkeys,0.526,0.866,0,1,0.248,0.5871449800121392,1
464,Fire,Kasabian,0.526,0.74,10,1,0.166,0.4898888633081479,2
465,From the Inside,Linkin Park,0.466,0.965,1,0,0.453,0.3977814521023882,1
466,Piano Man,Billy Joel,0.327,0.555,0,1,0.372,0.7440298038887377,1
467,Duality,Slipknot,0.354,0.982,4,0,0.194,0.6018208836518135,1
468,You're My Best Friend,Queen,0.517,0.712,0,1,0.574,0.4958245254191172,1
469,Lost!,Coldplay,0.359,0.779,7,1,0.582,0.3639716193306683,0
470,Jump,Van Halen,0.542,0.784,0,1,0.811,0.5438037631595471,1
471,Strawberry Fields Forever,The Beatles,0.444,0.734,0,1,0.335,0.4630862931413383,1
472,In the Air Tonight,Phil Collins,0.492,0.413,1,0,0.0601,0.4025157495971034,1
473,Dreams,Fleetwood Mac,0.823,0.338,0,1,0.785,0.5042926808849076,1
474,Breakeven,The Script,0.632,0.593,10,1,0.475,0.3934908641871952,2
475,Stricken,Disturbed,0.404,0.969,8,1,0.29,0.7278427761150296,0
476,Angie,The Rolling Stones,0.443,0.493,9,0,0.448,0.5737876472927437,2
477,Cochise,Audioslave,0.452,0.873,9,1,0.433,0.3368551037066494,2
478,Two Princes,Spin Doctors,0.536,0.978,7,1,0.767,0.4342870298666779,0
479,Be Somebody,Kings of Leon,0.472,0.837,2,1,0.315,0.554339772703489,1
480,Pictures of You,The Cure,0.484,0.776,9,1,0.495,0.7197094958035958,2
481,Runaway,Linkin Park,0.636,0.884,7,1,0.446,0.4569371481194667,0
482,Down Under,Men at Work,0.74,0.799,11,0,0.902,0.448933631930346,2
483,Hells Bells,AC/DC,0.391,0.874,4,0,0.24,0.4502898763054899,1
484,Australia,The Shins,0.434,0.842,4,1,0.838,0.7113376169446829,1
485,A Message,Coldplay,0.566,0.459,1,1,0.151,0.489403294334331,1
486,4th Dimensional Transition,MGMT,0.381,0.939,9,1,0.335,0.6696247305301493,2
487,Neighborhood #3 (Power Out),Arcade Fire,0.533,0.948,5,1,0.586,0.5017601875300864,0
488,The Beautiful People,Marilyn Manson,0.619,0.832,10,0,0.811,0.6027794637811591,2
489,Ticket to Ride,The Beatles,0.5,0.411,4,0,0.57,0.516796081960694,1
490,Houdini,Foster the People,0.632,0.908,8,1,0.764,0.4605537997865171,0
491,The Wind Cries Mary,Jimi Hendrix,0.503,0.451,10,1,0.333,0.3325938173674627,2
492,Hate To Say I Told You So,The Hives,0.447,0.9,5,1,0.39,0.5687059168253835,0
493,Heartbreaker,Led Zeppelin,0.381,0.734,2,1,0.565,0.4044203520375061,1
494,Just a Girl,No Doubt,0.639,0.911,2,1,0.748,0.4520982021390151,1
495,Midnight Show,The Killers,0.395,0.955,3,0,0.273,0.6027376043868646,1
496,Caring Is Creepy,The Shins,0.413,0.707,2,1,0.494,0.3960484731785932,1
497,Parachutes,Coldplay,0.555,0.0845,4,1,0.375,0.573477887774964,1
498,Jacqueline,Franz Ferdinand,0.279,0.688,0,0,0.309,0.6389166788756566,1
499,Communication Breakdown,Led Zeppelin,0.399,0.946,2,1,0.447,0.7325770736097449,1
500,On Top of the World,Imagine Dragons,0.638,0.91,0,1,0.8,0.4185478976119216,1
501,Assassin,Muse,0.351,0.961,7,0,0.416,0.5220494359446619,0
502,War Pigs,Black Sabbath,0.444,0.611,9,1,0.506,0.3807153770484942,2
503,Falling Away From Me,Korn,0.459,0.764,9,1,0.14,0.4362000041859395,2
504,The Handshake,MGMT,0.565,0.763,11,0,0.283,0.5860105904267566,2
505,Cherub Rock,The Smashing Pumpkins,0.371,0.866,9,1,0.447,0.3652399589777936,2
506,In the Aeroplane Over the Sea,Neutral Milk Hotel,0.26,0.724,7,1,0.222,0.3923313589652358,0
507,Question!,System of a Down,0.207,0.973,4,0,0.358,0.7571569099395133,1
508,Juicebox,The Strokes,0.462,0.981,2,0,0.547,0.6487996818686034,1
509,Obstacle 1,Interpol,0.381,0.941,5,1,0.382,0.5045438372506751,0
510,Everyday I Love You Less and Less,Kaiser Chiefs,0.504,0.949,1,0,0.581,0.6699051884719228,1
511,Fade to Black,Metallica,0.258,0.907,7,1,0.317,0.4758534084011805,0
512,Hello Goodbye,The Beatles,0.609,0.541,0,1,0.71,0.4015780991649051,1
513,No You Girls,Franz Ferdinand,0.675,0.911,2,0,0.915,0.438552502145294,1
514,Far Away,Nickelback,0.51,0.786,11,1,0.309,0.5567006425417025,2
515,You Probably Couldn't See for the Lights but You Were Staring Straight at Me,Arctic Monkeys,0.58,0.972,11,0,0.926,0.4415831222922205,2
516,Poison,Alice Cooper,0.319,0.896,2,0,0.255,0.4968542665187635,1
517,Young Blood,The Naked and Famous,0.594,0.865,6,1,0.367,0.4394901525774923,0
518,Come on Eileen,Dexys Midnight Runners,0.531,0.58,7,1,0.537,0.4781263735113753,0
519,Attack,30 Seconds to Mars,0.333,0.877,5,0,0.285,0.7329370644006782,0
520,You Can Call Me Al,Paul Simon,0.777,0.801,5,1,0.847,0.5371732351032881,0
521,"Sugar, We're Goin Down",Fall Out Boy,0.495,0.827,7,1,0.622,0.6781473032085226,0
522,A Rush of Blood to the Head,Coldplay,0.536,0.49,5,1,0.136,0.579045187216141,0
523,Square One,Coldplay,0.451,0.679,0,0,0.0602,0.5197639130161787,1
524,Underdog,Kasabian,0.492,0.915,5,0,0.569,0.4222398961887021,0
525,She's Lost Control,Joy Division,0.762,0.516,10,1,0.782,0.5941438707381904,2
526,Everlasting Light,The Black Keys,0.644,0.595,4,1,0.709,0.7604428723916367,1
527,Resistance,Muse,0.467,0.774,9,0,0.0916,0.5651269386131983,2
528,With a Little Help from My Friends,The Beatles,0.673,0.628,1,0,0.711,0.4702693652022855,1
529,Zero,The Smashing Pumpkins,0.44,0.718,8,1,0.702,0.5358462923041504,0
530,Walk This Way,Aerosmith,0.786,0.829,0,1,0.947,0.4421524100546266,1
531,Last Living Souls,Gorillaz,0.849,0.555,9,0,0.891,0.5738085769898911,2
532,Break Stuff,Limp Bizkit,0.457,0.873,8,1,0.718,0.4556688084723415,0
533,Knives Out,Radiohead,0.434,0.667,2,0,0.161,0.5745034429351809,1
534,What If,Coldplay,0.304,0.502,6,0,0.204,0.5725486092216245,0
535,Daylight,Coldplay,0.453,0.571,11,1,0.189,0.5558383390192345,2
536,19-2000,Gorillaz,0.815,0.72,7,1,0.946,0.3763745578601478,0
537,I Might Be Wrong,Radiohead,0.601,0.735,7,0,0.505,0.4306954938362042,0
538,Believe Me Natalie,The Killers,0.429,0.903,0,1,0.177,0.4022520354130476,1
539,Radio/Video,System of a Down,0.358,0.918,6,0,0.489,0.5832143828878796,0
540,Since I've Been Loving You,Led Zeppelin,0.459,0.461,5,0,0.364,0.5137361602377614,0
541,Bullet in the Head,Rage Against the Machine,0.431,0.855,9,1,0.397,0.6823667301534148,2
542,Soma,The Strokes,0.499,0.706,0,1,0.483,0.6234161451683795,1
543,Amsterdam,Coldplay,0.269,0.176,3,1,0.105,0.3301073693463656,1
544,Morning Bell,Radiohead,0.655,0.472,2,1,0.383,0.595056405533812,1
545,Prayer of the Refugee,Rise Against,0.198,0.977,3,0,0.351,0.8195860105904268,1
546,Walk,Pantera,0.43,0.704,1,0,0.703,0.4949538500177903,1
547,Do Me a Favour,Arctic Monkeys,0.471,0.735,11,0,0.636,0.7540007116097032,2
548,Patience,Guns N' Roses,0.456,0.268,6,1,0.356,0.5015048452248897,0
549,The Killing Moon,Echo & the Bunnymen,0.568,0.829,7,1,0.79,0.5198978630779213,0
550,For Emma,Bon Iver,0.669,0.613,4,0,0.565,0.463257916657946,1
551,Testify,Rage Against the Machine,0.47,0.978,7,1,0.503,0.493547374369493,0
552,Brothers in Arms,Dire Straits,0.414,0.429,8,0,0.135,0.3316394231775466,0
553,White Shadows,Coldplay,0.491,0.783,8,0,0.26,0.5334435630716424,0
554,Tainted Love,Marilyn Manson,0.636,0.952,8,1,0.512,0.5944620021348291,0
555,Bad Day,Daniel Powter,0.581,0.828,3,1,0.57,0.5863663952782604,1
556,"You're Gonna Go Far, Kid",The Offspring,0.55,0.918,9,0,0.563,0.5277758010841583,2
557,D Is for Dangerous,Arctic Monkeys,0.555,0.926,1,1,0.765,0.6071453986060823,1
558,Wonderful Tonight,Eric Clapton,0.559,0.124,7,1,0.478,0.3996400092090668,0
559,I Want You,Kings of Leon,0.705,0.643,7,1,0.384,0.4152368195232215,0
560,Goodbye My Lover,James Blunt,0.412,0.309,4,1,0.265,0.334485861989577,1
561,Battery,Metallica,0.467,0.882,4,0,0.452,0.4046547646455556,1
562,Balaclava,Arctic Monkeys,0.414,0.811,11,0,0.762,0.5760564264635091,2
563,With You,Linkin Park,0.421,0.978,6,0,0.359,0.8242993783879948,0
564,Pure Morning,Placebo,0.451,0.912,8,1,0.22,0.3423972875112497,0
565,The Number of the Beast,Iron Maiden,0.406,0.925,2,0,0.349,0.4167437577178259,1
566,Shut Up and Drive,Rihanna,0.737,0.833,1,1,0.764,0.5565834362376777,1
567,All Day and All of the Night,The Kinks,0.563,0.915,7,1,0.71,0.5707319115092405,0
568,17,Kings of Leon,0.41,0.876,7,1,0.609,0.5069800539986187,0
569,Going to California,Led Zeppelin,0.468,0.44,2,1,0.192,0.3367462692814835,1
570,Bad,Michael Jackson,0.803,0.858,8,1,0.355,0.4777663827204421,0
571,Photograph,Nickelback,0.512,0.741,8,1,0.446,0.6109001862743046,0
572,Summer Skin,Death Cab for Cutie,0.615,0.476,2,0,0.611,0.3833650767073401,1
573,Forest,System of a Down,0.365,0.905,1,1,0.65,0.6295820339479687,1
574,Spies,Coldplay,0.309,0.673,1,0,0.0732,0.6178404738483434,1
575,Jailhouse Rock,Elvis Presley,0.622,0.676,1,1,0.93,0.6970803072479541,1
576,Call Me,Blondie,0.192,0.959,9,0,0.199,0.6683522049435945,2
577,For Reasons Unknown,The Killers,0.5,0.886,3,1,0.505,0.5876389208648151,1
578,Tell Her Tonight,Franz Ferdinand,0.533,0.589,11,0,0.665,0.5184955733690534,2
579,The World at Large,Modest Mouse,0.523,0.477,6,1,0.249,0.3222043157035518,0
580,You Found Me,The Fray,0.336,0.804,8,0,0.395,0.6365725527951611,0
581,Intervention,Arcade Fire,0.378,0.676,0,1,0.234,0.5076414324284728,1
582,The Man Who Can't Be Moved,The Script,0.601,0.579,10,1,0.343,0.4183846459741728,2
583,T.N.T.,AC/DC,0.754,0.759,9,1,0.435,0.528964607882124,2
584,Lust For Life,Iggy Pop,0.186,0.945,9,1,0.766,0.8584231566169239,2
585,The Boxer,Simon & Garfunkel,0.445,0.486,11,1,0.629,0.3893718997886101,2
586,In Limbo,Radiohead,0.375,0.634,0,1,0.502,0.3756964356725759,1
587,When the Levee Breaks,Led Zeppelin,0.271,0.766,5,1,0.803,0.59822934762134,0
588,Cigaro,System of a Down,0.374,0.991,1,1,0.75,0.46330396199167,1
589,Dancing in the Dark,Bruce Springsteen,0.559,0.775,11,1,0.723,0.6234287029866679,2
590,Sugar,System of a Down,0.446,0.89,1,1,0.571,0.5487054982314407,1
591,Crown of Love,Arcade Fire,0.317,0.651,3,1,0.283,0.4296531949182696,1
592,Fat Bottomed Girls,Queen,0.32,0.599,7,1,0.384,0.3741894974779715,0
593,For Whom the Bell Tolls,Metallica,0.329,0.912,10,0,0.251,0.5773415098683523,2
594,God Save the Queen,Sex Pistols,0.129,0.994,9,1,0.0395,0.6597249837794847,2
595,Automatic Stop,The Strokes,0.677,0.538,1,1,0.925,0.4433663324891689,1
596,Suddenly I See,KT Tunstall,0.567,0.754,0,1,0.681,0.4199878607756546,1
597,O Green World,Gorillaz,0.672,0.768,0,1,0.858,0.5131250130810607,1
598,Ulysses,Franz Ferdinand,0.701,0.618,7,1,0.543,0.4136461625400281,0
599,Shoot to Thrill,AC/DC,0.457,0.904,2,1,0.48,0.5903765252516797,1
600,Pieces,Sum 41,0.447,0.833,5,1,0.554,0.4183846459741728,0
601,Good People,Jack Johnson,0.721,0.588,11,1,0.907,0.73708114443584,2
602,Over My Head (Cable Car),The Fray,0.588,0.725,8,1,0.772,0.485753155151845,0
603,We Never Change,Coldplay,0.433,0.288,6,0,0.131,0.5732183595303376,0
604,A Forest,The Cure,0.445,0.628,0,1,0.396,0.3400992067644781,1
605,Every Planet We Reach Is Dead,Gorillaz,0.578,0.484,4,0,0.362,0.3689989325854455,1
606,Back in the U.S.S.R.,The Beatles,0.609,0.717,9,1,0.756,0.5977102911320873,2
607,Octopus's Garden,The Beatles,0.485,0.627,1,0,0.359,0.3857887356369954,1
608,This Is the Life,Amy Macdonald,0.514,0.887,1,0,0.83,0.795788944933967,1
609,Still Waiting,Sum 41,0.434,0.939,7,1,0.539,0.80362083760648,0
610,Here It Goes Again,OK Go,0.54,0.89,0,1,0.828,0.6099374202055298,1
611,Psycho,System of a Down,0.465,0.682,7,1,0.412,0.6083007178886122,0
612,Where Did You Sleep Last Night,Nirvana,0.551,0.673,3,1,0.349,0.4540990811862953,1
613,Good Vibrations,The Beach Boys,0.328,0.428,10,1,0.337,0.3184160405198937,2
